time,status,down rate,up rate,down SNR mrg,FEC,CRC
19/10 19:19:55,up,9565 kbps,812 kbps,10.1 dB,54201,5595
19/10 19:20:01,up,9565 kbps,812 kbps,10.1 dB,54238,5595
19/10 19:20:07,up,9565 kbps,812 kbps,10.1 dB,54238,5595
19/10 19:20:12,up,9565 kbps,812 kbps,10.1 dB,54238,5595
19/10 19:20:18,up,9565 kbps,812 kbps,10.2 dB,54238,5595
19/10 19:20:23,up,9565 kbps,812 kbps,10.2 dB,54238,5595
19/10 19:20:29,up,9565 kbps,812 kbps,10.2 dB,54238,5595
19/10 19:20:35,up,9565 kbps,812 kbps,10.2 dB,54238,5595
19/10 19:20:40,up,9565 kbps,812 kbps,10.2 dB,54238,5595
19/10 19:20:46,up,9565 kbps,812 kbps,10.3 dB,54238,5595
19/10 19:20:51,up,9565 kbps,812 kbps,10.3 dB,54238,5595
19/10 19:20:57,up,9565 kbps,812 kbps,10.3 dB,54238,5595
